"lake","site","laketype","date","chla_ugL_INT","NH4_mgL","pH","secchi_m","TN_mgm3","TP_mgm3","depth_m","method","TN_TP"
"Rotoehu","3","Polymictic",2008-05-19,12.2,0.0105,8,2.705,NA,25.5,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2008-05-19,4.7,0.0045,7.45,5,NA,22,"0.1","integrated",NA
"Okataina","1","Stratified",2008-05-19,1.8,0.028,7.5,11.21,NA,12,"0.1","integrated",NA
"Rotorua","5","Polymictic",2008-05-20,NA,NA,NA,2.6,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2008-05-20,NA,NA,NA,2.55,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-05-20,1.9,0.017,6.45,6.35,NA,8.4,"0.1","integrated",NA
"Okareka","1","Stratified",2008-05-20,3.8,0.027,7.5,7.9,NA,13,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2008-05-20,12.6,0.007,8,2.6875,NA,26,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2008-05-20,3.7,0.004,7.3,4.345,NA,26,"0.1","integrated",NA
"Rotoiti","3","Stratified",2008-05-20,10.4,0.004,7.1,7.462,NA,20,"0.1","integrated",NA
"Tarawera","5","Stratified",2008-05-20,2.1,0.045,7.8,8.93,NA,9,"0.1","integrated",NA
"Okaro","1","Stratified",2008-05-21,14.1,0.2145,7.3,3.23,NA,38,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-05-21,2.3,0.033,6.4,5.815,NA,10,"0.1","integrated",NA
"Rerewhakaaitu","1","Polymictic",2008-05-21,3.1,0.0675,7.45,5.83,NA,12.5,"0.1","integrated",NA
"Rotomahana","2","Stratified",2008-05-21,3.2,0.05,6.7,8.01,NA,42,"0.1","integrated",NA
"Okaro","1","Stratified",2008-05-22,11.2,0.412,7.2,2.705,NA,56,"0.1","integrated",NA
"Rerewhakaaitu","1","Polymictic",2008-05-22,2.9,0.085,7.5,5.525,NA,16,"0.1","integrated",NA
"Rotorua","5","Polymictic",2008-06-17,NA,NA,NA,2.85,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2008-06-17,NA,NA,NA,2.77,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-06-17,3,0.017,6.4,5.28,NA,6,"0.1","integrated",NA
"Okareka","1","Stratified",2008-06-17,4.95,0.0175,7.45,5.75,NA,9,"0.1","integrated",NA
"Tarawera","5","Stratified",2008-06-17,2.2,0.001,7.8,9.53,NA,5,"0.1","integrated",NA
"Okaro","1","Stratified",2008-06-18,35.4,0.515,7.1,2.18,NA,75,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-06-18,3.7,0.001,6.4,5.295,NA,2,"0.1","integrated",NA
"Okareka","1","Stratified",2008-06-18,6.1,0.008,7.4,6.54,NA,5,"0.1","integrated",NA
"Rerewhakaaitu","1","Polymictic",2008-06-18,5.2,0.039,7.3,5.22,NA,7,"0.1","integrated",NA
"Rotomahana","2","Stratified",2008-06-18,4.7,0.001,6.7,NA,NA,30,"0.1","integrated",NA
"Rotoma","1","Stratified",2008-06-19,1.6,0.001,7.2,15.32,NA,4,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2008-06-19,7.4,0.008,7.8,2.67,NA,20,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2008-06-19,2.3,0.001,7,3.69,NA,18,"0.1","integrated",NA
"Rotoiti","3","Stratified",2008-06-19,10.7,0.046,6.6,7.416,NA,27,"0.1","integrated",NA
"Okataina","1","Stratified",2008-06-19,2.6,0.001,7.3,9.99,NA,4,"0.1","integrated",NA
"Rotoma","1","Stratified",2008-08-04,2.8,0.012,7.18,11.12,NA,9,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2008-08-04,8.35,0.0105,7.805,3.885,NA,24,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2008-08-04,4.2,0.01,7.18,5.025,NA,26,"0.1","integrated",NA
"Rotoiti","3","Stratified",2008-08-04,16.9,0.001,7.15,7.37,NA,27,"0.1","integrated",NA
"Okataina","1","Stratified",2008-08-04,1.9,0.017,7.16,10.16,NA,13,"0.1","integrated",NA
"Rotorua","5","Polymictic",2008-08-05,NA,NA,NA,2.23,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2008-08-05,NA,NA,NA,1.98,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-08-05,4.1,0.0025,6.415,5.31,NA,7.5,"0.1","integrated",NA
"Okareka","1","Stratified",2008-08-05,9.2,0.002,7.51,7.33,NA,16,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2008-08-05,9.3,0.013,7.81,3.9075,NA,28,"0.1","integrated",NA
"Tarawera","5","Stratified",2008-08-05,2.5,0.004,7.75,10.74,NA,16,"0.1","integrated",NA
"Okaro","1","Stratified",2008-08-06,29.8,0.4225,7.29,2.05,NA,70.5,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-08-06,4.5,0.004,6.43,5.59,NA,13,"0.1","integrated",NA
"Rerewhakaaitu","1","Polymictic",2008-08-06,3.3,0.043,7.36,5.82,NA,16,"0.1","integrated",NA
"Rotomahana","2","Stratified",2008-08-06,3.6,0.001,7.01,NA,NA,18,"0.1","integrated",NA
"Okaro","1","Stratified",2008-08-07,24.2,0.33,7.48,1.89,NA,66,"0.1","integrated",NA
"Rotoma","1","Stratified",2008-08-18,2.1,0.006,7.23,11.49,NA,32,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2008-08-18,8.3,0.0075,7.835,3.93,NA,21,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2008-08-18,3.1,0.004,7.2,5.05,NA,20,"0.1","integrated",NA
"Rotoiti","3","Stratified",2008-08-18,14.4,0.004,7.24,7.33,NA,16,"0.1","integrated",NA
"Okataina","1","Stratified",2008-08-18,2.8,0.01,7.25,10.68,NA,7,"0.1","integrated",NA
"Rotorua","5","Polymictic",2008-08-19,NA,NA,NA,2.46,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2008-08-19,NA,NA,NA,2.3,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-08-19,3.7,0.00325,6.405,5.87,NA,13,"0.1","integrated",NA
"Okareka","1","Stratified",2008-08-19,7.7,0.003,7.52,7.81,NA,121,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2008-08-19,7.3,0.002,7.86,4.155,NA,14,"0.1","integrated",NA
"Tarawera","5","Stratified",2008-08-19,2.4,0.0025,7.76,8.75,NA,18,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-08-20,2.9,0.0025,6.38,6.7,NA,13,"0.1","integrated",NA
"Rotoma","1","Stratified",2008-09-15,1.5,0.001,7.53,12.36,NA,7,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2008-09-15,4.4,0.003,8.01,4.38,NA,20,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2008-09-15,7.3,0.001,7.26,5.1,NA,31,"0.1","integrated",NA
"Okataina","1","Stratified",2008-09-15,3.4,0.001,7.6,8.63,NA,11,"0.1","integrated",NA
"Rotorua","5","Polymictic",2008-09-16,NA,NA,NA,3.8,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2008-09-16,NA,NA,NA,3.75,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-09-16,2.25,0.00175,6.49,7.53,NA,12,"0.1","integrated",NA
"Okareka","1","Stratified",2008-09-16,3.4,0.004,7.68,9.94,NA,16,"0.1","integrated",NA
"Rotoiti","3","Stratified",2008-09-16,4.9,0.001,7.13,7.375,NA,20,"0.1","integrated",NA
"Tarawera","5","Stratified",2008-09-16,0.9,0.001,7.81,8.54,NA,24,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-09-17,1.6,0.001,6.6,7.17,NA,11,"0.1","integrated",NA
"Okaro","1","Stratified",2008-09-24,28.5,0.015,9.56,1.73,NA,73,"0.1","integrated",NA
"Rerewhakaaitu","1","Polymictic",2008-09-24,3.9,0.041,7.41,4.39,NA,9,"0.1","integrated",NA
"Rotomahana","2","Stratified",2008-09-24,7.9,0.001,7.4,NA,NA,62,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-10-13,1,0.007,6.71,6.81,NA,4,"0.1","integrated",NA
"Okareka","1","Stratified",2008-10-13,2.1,0.0045,7.84,8.6575,NA,6,"0.1","integrated",NA
"Tarawera","5","Stratified",2008-10-13,0.8,0.0075,7.89,8.125,NA,15,"0.1","integrated",NA
"Rotomahana","2","Stratified",2008-10-13,8.4,0.02,7.7,NA,NA,61,"0.1","integrated",NA
"Rotoma","1","Stratified",2008-10-20,1.5,0.01,7.46,10.54,NA,2,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2008-10-20,10.4,0.01,7.92,3.85,NA,10,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2008-10-20,4.3,0.005,7.35,5.1,NA,22,"0.1","integrated",NA
"Rotoiti","3","Stratified",2008-10-20,6.6,0.005,6.95,7.42,NA,12,"0.1","integrated",NA
"Okataina","1","Stratified",2008-10-20,2.1,0.012,7.63,10.23,NA,5,"0.1","integrated",NA
"Rotorua","5","Polymictic",2008-10-21,NA,NA,NA,3.17,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2008-10-21,NA,NA,NA,3.53,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-10-29,2,0.013,6.65,6.45,NA,5,"0.1","integrated",NA
"Okareka","1","Stratified",2008-10-29,4.55,0.005,7.72,7.375,NA,2,"0.1","integrated",NA
"Tarawera","5","Stratified",2008-10-29,9.6,0.014,7.91,7.71,NA,4,"0.1","integrated",NA
"Okaro","1","Stratified",2008-11-09,71.25,0.01,9.71,0.7,NA,69,"0.1","integrated",NA
"Rerewhakaaitu","1","Polymictic",2008-11-09,5.5,0.02,7.43,4.05,NA,12,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2008-11-09,3.55,0.0095,7.255,5.102,NA,27.5,"0.1","integrated",NA
"Rotomahana","2","Stratified",2008-11-09,3,0.005,7.76,NA,NA,15,"0.1","integrated",NA
"Okaro","1","Stratified",2008-11-10,114,0.005,9.86,0.905,1400,65,"0.1","integrated",21.5384615384615
"Rotoma","1","Stratified",2008-11-17,1.2,0.0125,8.12,13.69,NA,2,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2008-11-17,8.9,0.00833333333333333,7.73,3.83,NA,29,"0.1","integrated",NA
"Rotoiti","3","Stratified",2008-11-17,5.1,0.005,7.55,8.55,NA,12,"0.1","integrated",NA
"Okataina","1","Stratified",2008-11-17,2,0.0085,7.73,10.46,NA,5,"0.1","integrated",NA
"Rotorua","5","Polymictic",2008-11-18,NA,NA,NA,3.265,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2008-11-18,NA,NA,NA,3.385,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-11-18,2.4,0.036,7.62,6.425,NA,4,"0.1","integrated",NA
"Okareka","1","Stratified",2008-11-18,7,0.005,7.73,7.325,NA,5,"0.1","integrated",NA
"Tarawera","5","Stratified",2008-11-18,0.9,0.005,7.84,8.495,NA,12,"0.1","integrated",NA
"Okaro","1","Stratified",2008-11-19,33.3,0.028,9.71,1.11,1100,54,"0.1","integrated",20.3703703703704
"Rerewhakaaitu","1","Polymictic",2008-11-19,7.1,0.02,7.42,4.325,NA,8,"0.1","integrated",NA
"Rotomahana","2","Stratified",2008-11-19,4,0.005,7.78,NA,NA,32,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-11-21,1.3,0.02825,6.3,6.735,NA,4,"0.1","integrated",NA
"Okareka","1","Stratified",2008-11-21,2.4,0.005,6.7,8.4375,NA,5,"0.1","integrated",NA
"Tarawera","5","Stratified",2008-11-21,0.9,0.005,7.5,9.0225,NA,9,"0.1","integrated",NA
"Okaro","1","Stratified",2008-12-14,70.6,0.021,9.59,0.95,1700,44,"0.1","integrated",38.6363636363636
"Rerewhakaaitu","1","Polymictic",2008-12-14,3.2,0.005,7.01,3.55,NA,6,"0.1","integrated",NA
"Rotomahana","2","Stratified",2008-12-14,6.4,0.005,7.57,NA,NA,24,"0.1","integrated",NA
"Rotoma","1","Stratified",2008-12-15,1.1,0.015,7.28,14.3,NA,2,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2008-12-15,11.2,0.00666666666666667,7.95,3.2,NA,57.5,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2008-12-15,2.8,0.014,7.16,3.438,NA,33,"0.1","integrated",NA
"Rotoiti","3","Stratified",2008-12-15,3.3,0.005,7.3,7.85,NA,17,"0.1","integrated",NA
"Okataina","1","Stratified",2008-12-15,1.3,0.005,7.64,14.45,NA,2,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2008-12-16,13.5,0.005,8.17,3.775,NA,86,"0.1","integrated",NA
"Rotorua","5","Polymictic",2008-12-21,NA,NA,NA,3.45,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2008-12-21,NA,NA,NA,3.55,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2008-12-21,1.3,0.0205,6.49333333333333,7.045,NA,3.33333333333333,"0.1","integrated",NA
"Okareka","1","Stratified",2008-12-21,2.3,0.005,7.14666666666667,9.55,NA,5.33333333333333,"0.1","integrated",NA
"Tarawera","5","Stratified",2008-12-21,1.33333333333333,0.005,7.71,9.55,NA,8.33333333333333,"0.1","integrated",NA
"Rotoma","1","Stratified",2009-01-12,0.6,0.005,7.42,16.41,NA,2,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-01-12,9.25,0.005,8.295,4.35,NA,63.5,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2009-01-12,2.9,0.005,8.22,3.13,NA,37,"0.1","integrated",NA
"Rotoiti","3","Stratified",2009-01-12,6,0.005,7.45,7.15,NA,20,"0.1","integrated",NA
"Okataina","1","Stratified",2009-01-12,1.1,0.005,7.7,13.75,NA,7,"0.1","integrated",NA
"Rotorua","5","Polymictic",2009-01-13,NA,NA,NA,3.1,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2009-01-13,NA,NA,NA,3,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2009-01-13,1.3,0.01275,6.68666666666667,6.95,NA,2.66666666666667,"0.1","integrated",NA
"Okareka","1","Stratified",2009-01-13,2.2,0.005,7.59333333333333,8.7,NA,5.66666666666667,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-01-13,5,0.005,8.42,3.33,NA,41,"0.1","integrated",NA
"Tarawera","5","Stratified",2009-01-13,1.76666666666667,0.005,7.92,10.7,NA,7.66666666666667,"0.1","integrated",NA
"Okaro","1","Stratified",2009-01-14,6.3,0.24,7.5,3.07,1000,50,"0.1","integrated",20
"Rerewhakaaitu","1","Polymictic",2009-01-14,5.1,0.074,7,4.12,NA,12,"0.1","integrated",NA
"Rotoma","1","Stratified",2009-02-16,0.7,0.013,7.53,16.55,NA,5,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-02-16,16.85,0.019,8.47,2.31,NA,63,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2009-02-16,8.9,0.005,8.02,3,NA,42,"0.1","integrated",NA
"Rotoiti","3","Stratified",2009-02-16,9.8,0.005,7.97,6.45,NA,30,"0.1","integrated",NA
"Okataina","1","Stratified",2009-02-16,1.9,0.005,7.8,12.51,NA,8,"0.1","integrated",NA
"Rotorua","5","Polymictic",2009-02-17,NA,NA,NA,3.5,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2009-02-17,NA,NA,NA,3.05,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2009-02-17,1.3,0.005,6.88,6.89,NA,2,"0.1","integrated",NA
"Okareka","1","Stratified",2009-02-17,2.1,0.005,8.04,8.98,NA,6,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-02-17,28.7,0.033,8.52,2.355,NA,85,"0.1","integrated",NA
"Tarawera","5","Stratified",2009-02-17,2.2,0.005,8.13,7.36,NA,7,"0.1","integrated",NA
"Okaro","1","Stratified",2009-02-18,5.9,0.011,8.79,2.775,954.8,22,"0.1","integrated",43.4
"Rerewhakaaitu","1","Polymictic",2009-02-18,4.7,0.067,7.22,3.775,NA,12,"0.1","integrated",NA
"Rotomahana","2","Stratified",2009-02-18,7.9,0.005,7.42,NA,NA,28,"0.1","integrated",NA
"Rotoma","1","Stratified",2009-03-16,1.1,0.013,7.44,17.89,NA,2,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-03-16,24.55,0.019,8.375,2.4,NA,69.5,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2009-03-16,11.4,0.005,7.43,3.4,NA,30,"0.1","integrated",NA
"Rotoiti","3","Stratified",2009-03-16,5.4,0.01,7.25,8.5,NA,18,"0.1","integrated",NA
"Okataina","1","Stratified",2009-03-16,3.7,0.005,7.86,9.5,NA,10,"0.1","integrated",NA
"Rotorua","5","Polymictic",2009-03-17,NA,NA,NA,1.89,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2009-03-17,NA,NA,NA,1.85,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2009-03-17,1,0.019,6.59,7.39,NA,12,"0.1","integrated",NA
"Okareka","1","Stratified",2009-03-17,2.7,0.011,7.76,9.25,NA,7,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-03-17,20.4,0.005,8.23,2.93,NA,54,"0.1","integrated",NA
"Tarawera","5","Stratified",2009-03-17,1.4,0.012,8.01,9.56,NA,8,"0.1","integrated",NA
"Okaro","1","Stratified",2009-03-18,8.25,0.025,8.045,2.8,909.6,20.5,"0.1","integrated",44.3707317073171
"Rerewhakaaitu","1","Polymictic",2009-03-18,6.2,0.027,7.49,4.115,NA,10,"0.1","integrated",NA
"Rotomahana","2","Stratified",2009-03-18,6.7,0.005,7.59,NA,NA,57,"0.1","integrated",NA
"Okareka","1","Stratified",2009-04-21,4.1,0.005,7.6,8.15,NA,10,"0.1","integrated",NA
"Rotoma","1","Stratified",2009-04-21,0.9,0.011,7.3,15.9,NA,2,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-04-21,12.7,0.015,8.065,3.46,NA,41,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2009-04-21,5.1,0.005,7.1,5.16,NA,31,"0.1","integrated",NA
"Rotoiti","3","Stratified",2009-04-21,7.1,0.005,7.1,7.8,NA,18,"0.1","integrated",NA
"Okataina","1","Stratified",2009-04-21,3.4,0.005,7.6,9.275,NA,11,"0.1","integrated",NA
"Tarawera","5","Stratified",2009-04-21,1.6,0.005,6.8,8.73,NA,10,"0.1","integrated",NA
"Rotorua","5","Polymictic",2009-04-22,NA,NA,NA,1.4,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2009-04-22,NA,NA,NA,1.375,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2009-04-22,1.1,0.012,6.995,5.95,NA,15.5,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-04-22,5,0.025,7.9,3.65666666666667,NA,28,"0.1","integrated",NA
"Okaro","1","Stratified",2009-04-23,10.6,0.039,7.3,3.72,864.4,19,"0.1","integrated",45.4947368421053
"Tikitapu","1","Stratified",2009-04-23,1.2,0.005,7.4,5.81,NA,19,"0.1","integrated",NA
"Rerewhakaaitu","1","Polymictic",2009-04-23,7.7,0.005,7.6,4.05,NA,15,"0.1","integrated",NA
"Rotomahana","2","Stratified",2009-04-23,6.4,0.029,7.3,NA,NA,43,"0.1","integrated",NA
"Rotoma","1","Stratified",2009-05-18,1.3,0.005,7.7,15.51,NA,2,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2009-05-18,4.5,0.016,7.1,5.17,NA,26,"0.1","integrated",NA
"Okataina","1","Stratified",2009-05-18,3.5,0.005,7.4,11.81,NA,11,"0.1","integrated",NA
"Rotorua","5","Polymictic",2009-05-19,NA,NA,NA,1.35,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2009-05-19,NA,NA,NA,1.41,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2009-05-19,1.7,0.023,7.3,5.67,NA,6,"0.1","integrated",NA
"Okareka","1","Stratified",2009-05-19,3.9,0.005,6.8,9.96,NA,6,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-05-19,5.6,0.005,7.6,3.85333333333333,NA,35,"0.1","integrated",NA
"Rotoiti","3","Stratified",2009-05-19,6.8,0.005,7.1,8.3,NA,14,"0.1","integrated",NA
"Tarawera","5","Stratified",2009-05-19,2.3,0.014,7.2,8.19,NA,14,"0.1","integrated",NA
"Okaro","1","Stratified",2009-05-20,7.4,0.33,6.9,4.27,819.2,52,"0.1","integrated",15.7538461538462
"Rerewhakaaitu","1","Polymictic",2009-05-20,6.1,0.014,6.7,4.32,NA,12,"0.1","integrated",NA
"Rotomahana","2","Stratified",2009-05-20,1.7,0.005,6.6,NA,NA,60,"0.1","integrated",NA
"Okaro","1","Stratified",2009-06-18,6.2,0.59,7.1,5.385,774,80,"0.1","integrated",9.675
"Rerewhakaaitu","1","Polymictic",2009-06-18,3.9,0.005,7.5,4.675,NA,5,"0.1","integrated",NA
"Rotomahana","2","Stratified",2009-06-18,3,0.005,6.8,NA,NA,47,"0.1","integrated",NA
"Rotoma","1","Stratified",2009-06-21,1.2,0.005,7.1,14.6,NA,2,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-06-21,4.8,0.005,7.75,4.05,NA,27,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2009-06-21,1.6,0.005,7.3,3.47,NA,18,"0.1","integrated",NA
"Rotoiti","3","Stratified",2009-06-21,9.5,0.02,6.9,8.8,NA,24,"0.1","integrated",NA
"Okataina","1","Stratified",2009-06-21,2.5,0.005,7.3,8.65,NA,9,"0.1","integrated",NA
"Rotorua","5","Polymictic",2009-06-22,NA,NA,NA,1.47,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2009-06-22,NA,NA,NA,1.35,NA,NA,"0.1","integrated",NA
"Tikitapu","1","Stratified",2009-06-22,2.8,0.005,6.4,4.5,NA,5,"0.1","integrated",NA
"Okareka","1","Stratified",2009-06-22,6.2,0.005,7.4,6.58,NA,7,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-06-22,4,0.005,7.9,3.9,NA,19,"0.1","integrated",NA
"Tarawera","5","Stratified",2009-06-22,1.9,0.005,7.6,9.445,NA,10,"0.1","integrated",NA
"Rotoma","1","Stratified",2009-07-20,2.7,0.014,7.05,13.86,NA,4,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-07-20,7.2,0.005,7.925,3.75,NA,20.5,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2009-07-20,3.5,0.005,7.25,5.19,NA,18,"0.1","integrated",NA
"Okataina","1","Stratified",2009-07-20,2.6,0.011,7.25,10.02,NA,10,"0.1","integrated",NA
"Tikitapu","1","Stratified",2009-07-21,3.5,0.005,6.8,4.2,NA,4,"0.1","integrated",NA
"Okareka","1","Stratified",2009-07-21,7.2,0.019,7.4,9.4,NA,7,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-07-21,10.4,0.005,7.95,3.54,NA,22,"0.1","integrated",NA
"Rotoiti","3","Stratified",2009-07-21,9.2,0.018,7.15,8.325,NA,32,"0.1","integrated",NA
"Okaro","1","Stratified",2009-07-22,25.8,0.39,7.65,2.425,728.8,66,"0.1","integrated",11.0424242424242
"Rerewhakaaitu","1","Polymictic",2009-07-22,4.2,0.027,7.35,4.7,NA,9,"0.1","integrated",NA
"Rotomahana","2","Stratified",2009-07-22,2.5,0.005,7.2,NA,NA,52,"0.1","integrated",NA
"Rotorua","5","Polymictic",2009-07-29,NA,NA,NA,2.2,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2009-07-29,NA,NA,NA,2.25,NA,NA,"0.1","integrated",NA
"Tarawera","5","Stratified",2009-07-29,1.8,0.005,7.8,10.7,NA,13,"0.1","integrated",NA
"Rotoma","1","Stratified",2009-08-16,1.3,0.005,7.8,16.4,NA,4,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-08-16,7.7,0.005,7.725,3.33,NA,19,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2009-08-16,2.6,0.014,7.3,3.75,NA,16,"0.1","integrated",NA
"Rotoiti","3","Stratified",2009-08-16,8.1,0.0115,7.125,7.85,NA,32,"0.1","integrated",NA
"Okataina","1","Stratified",2009-08-16,4.1,0.005,7.4,8.27,NA,9,"0.1","integrated",NA
"Okaro","1","Stratified",2009-08-17,9.5,0.37,7.5,4.5,683.6,52,"0.1","integrated",13.1461538461538
"Rerewhakaaitu","1","Polymictic",2009-08-17,4.5,0.005,7.7,4.6,NA,12,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-08-17,5,0.005,7.5,3.54,NA,16,"0.1","integrated",NA
"Rotoiti","3","Stratified",2009-08-17,7,0.005,7.1,7.43,NA,32,"0.1","integrated",NA
"Rotomahana","2","Stratified",2009-08-17,3.9,0.005,7.1,NA,NA,98,"0.1","integrated",NA
"Rotorua","5","Polymictic",2009-08-18,NA,NA,NA,1.45,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2009-08-18,NA,NA,NA,1.47,NA,NA,"0.1","integrated",NA
"Okareka","1","Stratified",2009-08-18,6.55,0.012,7.5,7,NA,6,"0.1","integrated",NA
"Tarawera","5","Stratified",2009-08-18,1.6,0.005,7.7,7.42,NA,14,"0.1","integrated",NA
"Okareka","1","Stratified",2009-08-19,5.9,0.005,7.6,7.685,NA,5,"0.1","integrated",NA
"Rerewhakaaitu","1","Polymictic",2009-09-21,3.8,0.005,7.2,4.075,NA,4,"0.1","integrated",NA
"Rotoma","1","Stratified",2009-09-21,1.15,0.005,7.4,15.6,NA,3,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-09-21,4.8,0.005,7.75,3.75,NA,17.5,"0.1","integrated",NA
"Rotoiti","Okawa","Stratified",2009-09-21,2.9,0.005,7.2,5.2,NA,18,"0.1","integrated",NA
"Rotoiti","3","Stratified",2009-09-21,6.5,0.005,7.15,7.01,NA,26,"0.1","integrated",NA
"Okataina","1","Stratified",2009-09-21,1.6,0.005,7.3,7.44,NA,5,"0.1","integrated",NA
"Rotoma","1","Stratified",2009-09-22,1,0.005,7,14.375,NA,2,"0.1","integrated",NA
"Rotoehu","3","Polymictic",2009-09-22,4.6,0.005,8,3.46,NA,19,"0.1","integrated",NA
"Rotoiti","3","Stratified",2009-09-22,6,0.005,7.2,6.555,NA,20,"0.1","integrated",NA
"Okaro","1","Stratified",2009-09-24,43.7,0.01,9.6,2.45,638.4,17,"0.1","integrated",37.5529411764706
"Rerewhakaaitu","1","Polymictic",2009-09-24,4.85,0.005,7.35,3.55,NA,7.5,"0.1","integrated",NA
"Rotomahana","2","Stratified",2009-09-24,6.3,0.005,7.3,NA,NA,12,"0.1","integrated",NA
"Tikitapu","1","Stratified",2009-09-28,1.6,0.005,6.9,4.94,NA,2,"0.1","integrated",NA
"Okareka","1","Stratified",2009-09-28,4.9,0.005,7.6,8.37,NA,5,"0.1","integrated",NA
"Rotorua","5","Polymictic",2009-10-06,NA,NA,NA,1.075,NA,NA,"0.1","integrated",NA
"Rotorua","2","Polymictic",2009-10-06,NA,NA,NA,1.45,NA,NA,"0.1","integrated",NA
"Tarawera","5","Stratified",2009-10-06,0.6,0.005,7.9,9.52,NA,14,"0.1","integrated",NA
